ts,row_index,level,stage,idsbr,nama,match_value,note,screenshot
20251210_153258,54,OK,ROW_DONE,13910166,JUAL BELI IKAN <SALMAN> <SALMAN>,13910166,Baris selesai diproses,
20251210_153306,55,OK,OPEN_TAB,12900985,INDUSTRI PENGOLAHAN KOPRA <SARLINA> <LA ADE>,12900985,Tab form baru terdeteksi (event page).,
20251210_153324,55,OK,FILL,12900985,INDUSTRI PENGOLAHAN KOPRA <SARLINA> <LA ADE>,12900985,"Form terisi (update=9, skip=9)",
20251210_153329,55,OK,SUBMIT,12900985,INDUSTRI PENGOLAHAN KOPRA <SARLINA> <LA ADE>,12900985,Submit final sukses,
20251210_153330,55,OK,ROW_DONE,12900985,INDUSTRI PENGOLAHAN KOPRA <SARLINA> <LA ADE>,12900985,Baris selesai diproses,
20251210_153337,56,OK,OPEN_TAB,15427437,INDUSTRI PENGOLAHAN KOPRA <DAHLAN> <DAHLAN.T>,15427437,Tab form baru terdeteksi (event page).,
20251210_153356,56,OK,FILL,15427437,INDUSTRI PENGOLAHAN KOPRA <DAHLAN> <DAHLAN.T>,15427437,"Form terisi (update=9, skip=9)",
20251210_153402,56,OK,SUBMIT,15427437,INDUSTRI PENGOLAHAN KOPRA <DAHLAN> <DAHLAN.T>,15427437,Submit final sukses,
20251210_153403,56,OK,ROW_DONE,15427437,INDUSTRI PENGOLAHAN KOPRA <DAHLAN> <DAHLAN.T>,15427437,Baris selesai diproses,
20251210_153411,57,OK,OPEN_TAB,15443496,INDUSTRI PENGOLAHAN KOPRA <JAFIR> <JAFIR>,15443496,Tab form baru terdeteksi (event page).,
20251210_153430,57,OK,FILL,15443496,INDUSTRI PENGOLAHAN KOPRA <JAFIR> <JAFIR>,15443496,"Form terisi (update=9, skip=9)",
20251210_153436,57,OK,SUBMIT,15443496,INDUSTRI PENGOLAHAN KOPRA <JAFIR> <JAFIR>,15443496,Submit final sukses,
20251210_153437,57,OK,ROW_DONE,15443496,INDUSTRI PENGOLAHAN KOPRA <JAFIR> <JAFIR>,15443496,Baris selesai diproses,
20251210_153446,58,OK,OPEN_TAB,15459341,INDUSTRI PEMBUATAN KERANJANG ROTAN <SAMURIA> <SAMURIA>,15459341,Tab form baru terdeteksi (event page).,
20251210_153507,58,OK,FILL,15459341,INDUSTRI PEMBUATAN KERANJANG ROTAN <SAMURIA> <SAMURIA>,15459341,"Form terisi (update=9, skip=9)",
20251210_153513,58,OK,SUBMIT,15459341,INDUSTRI PEMBUATAN KERANJANG ROTAN <SAMURIA> <SAMURIA>,15459341,Submit final sukses,
20251210_153514,58,OK,ROW_DONE,15459341,INDUSTRI PEMBUATAN KERANJANG ROTAN <SAMURIA> <SAMURIA>,15459341,Baris selesai diproses,
20251210_153522,59,OK,OPEN_TAB,12584065,USAHA PRODUKSI ES BATU <TIWI> <TIWI SUHARTATI>,12584065,Tab form baru terdeteksi (event page).,
20251210_153541,59,OK,FILL,12584065,USAHA PRODUKSI ES BATU <TIWI> <TIWI SUHARTATI>,12584065,"Form terisi (update=9, skip=9)",
20251210_153546,59,OK,SUBMIT,12584065,USAHA PRODUKSI ES BATU <TIWI> <TIWI SUHARTATI>,12584065,Submit final sukses,
20251210_153547,59,OK,ROW_DONE,12584065,USAHA PRODUKSI ES BATU <TIWI> <TIWI SUHARTATI>,12584065,Baris selesai diproses,
20251210_153553,60,OK,OPEN_TAB,12584066,KIOS PULSA HP <TIWI> <TIWI SUHARTATI>,12584066,Tab form baru terdeteksi (event page).,
20251210_153612,60,OK,FILL,12584066,KIOS PULSA HP <TIWI> <TIWI SUHARTATI>,12584066,"Form terisi (update=9, skip=9)",
20251210_153618,60,OK,SUBMIT,12584066,KIOS PULSA HP <TIWI> <TIWI SUHARTATI>,12584066,Submit final sukses,
20251210_153618,60,OK,ROW_DONE,12584066,KIOS PULSA HP <TIWI> <TIWI SUHARTATI>,12584066,Baris selesai diproses,
